Freq.	V(vout)
Step Information: C1val=90n  (Run: 1/3)
3.89045144994284e+002	-2.84335641462645e-004,-1.44181859274880e-003
3.93550075455781e+002	-2.82773813629454e-004,-1.46048576157749e-003
3.98107170553501e+002	-2.81152720700997e-004,-1.47934657110578e-003
4.02717034325463e+002	-2.79471432033428e-004,-1.49840314237138e-003
4.07380277804116e+002	-2.77728990011467e-004,-1.51765762005878e-003
4.12097519097334e+002	-2.75924409453890e-004,-1.53711217243855e-003
4.16869383470339e+002	-2.74056677011377e-004,-1.55676899130213e-003
4.21696503428586e+002	-2.72124750556492e-004,-1.57663029189226e-003
4.26579518801596e+002	-2.70127558565365e-004,-1.59669831282866e-003
4.31519076827769e+002	-2.68063999490890e-004,-1.61697531602878e-003
4.36515832240170e+002	-2.65932941127063e-004,-1.63746358662332e-003
4.41570447353317e+002	-2.63733219964138e-004,-1.65816543286639e-003
4.46683592150967e+002	-2.61463640534367e-004,-1.67908318603983e-003
4.51855944374927e+002	-2.59122974747925e-004,-1.70021920035166e-003
4.57088189614879e+002	-2.56709961218847e-004,-1.72157585282810e-003
4.62381021399265e+002	-2.54223304580521e-004,-1.74315554319897e-003
4.67735141287203e+002	-2.51661674790589e-004,-1.76496069377618e-003
4.73151258961485e+002	-2.49023706424876e-004,-1.78699374932479e-003
4.78630092322643e+002	-2.46307997960102e-004,-1.80925717692644e-003
4.84172367584104e+002	-2.43513111045021e-004,-1.83175346583467e-003
4.89778819368451e+002	-2.40637569759851e-004,-1.85448512732172e-003
4.95450190804795e+002	-2.37679859863559e-004,-1.87745469451649e-003
5.01187233627277e+002	-2.34638428028818e-004,-1.90066472223306e-003
5.06990708274709e+002	-2.31511681064361e-004,-1.92411778678951e-003
5.12861383991370e+002	-2.28297985124457e-004,-1.94781648581642e-003
5.18800038928966e+002	-2.24995664905246e-004,-1.97176343805461e-003
5.24807460249778e+002	-2.21603002827720e-004,-1.99596128314165e-003
5.30884444230994e+002	-2.18118238207039e-004,-2.02041268138660e-003
5.37031796370258e+002	-2.14539566408045e-004,-2.04512031353239e-003
5.43250331492439e+002	-2.10865137986634e-004,-2.07008688050539e-003
5.49540873857630e+002	-2.07093057816845e-004,-2.09531510315144e-003
5.55904257270409e+002	-2.03221384203428e-004,-2.12080772195793e-003
5.62341325190355e+002	-1.99248127979659e-004,-2.14656749676115e-003
5.68852930843847e+002	-1.95171251590241e-004,-2.17259720643839e-003
5.75439937337163e+002	-1.90988668159097e-004,-2.19889964858408e-003
5.82103217770878e+002	-1.86698240541853e-004,-2.22547763916929e-003
5.88843655355595e+002	-1.82297780362866e-004,-2.25233401218397e-003
5.95662143529017e+002	-1.77785047036650e-004,-2.27947161926111e-003
6.02559586074364e+002	-1.73157746773516e-004,-2.30689332928220e-003
6.09536897240176e+002	-1.68413531569350e-004,-2.33460202796310e-003
6.16595001861489e+002	-1.63549998179328e-004,-2.36260061741974e-003
6.23734835482426e+002	-1.58564687075582e-004,-2.39089201571256e-003
6.30957344480200e+002	-1.53455081388598e-004,-2.41947915636920e-003
6.38263486190556e+002	-1.48218605832355e-004,-2.44836498788438e-003
6.45654229034663e+002	-1.42852625613111e-004,-2.47755247319610e-003
6.53130552647480e+002	-1.37354445321805e-004,-2.50704458913740e-003
6.60693448007603e+002	-1.31721307810055e-004,-2.53684432586269e-003
6.68343917568622e+002	-1.25950393049705e-004,-2.56695468624769e-003
6.76082975391990e+002	-1.20038816975986e-004,-2.59737868526207e-003
6.83911647281437e+002	-1.13983630314306e-004,-2.62811934931374e-003
6.91830970918945e+002	-1.07781817390712e-004,-2.65917971556389e-003
6.99841996002282e+002	-1.01430294926118e-004,-2.69056283121161e-003
7.07945784384146e+002	-9.49259108143918e-005,-2.72227175274711e-003
7.16143410212910e+002	-8.82654428844103e-005,-2.75430954517248e-003
7.24435960074999e+002	-8.14455976463208e-005,-2.78667928118872e-003
7.32824533138913e+002	-7.44630090220664e-005,-2.81938404034817e-003
7.41310241300926e+002	-6.73142370604483e-005,-2.85242690817087e-003
7.49894209332465e+002	-5.99957666370336e-005,-2.88581097522387e-003
7.58577575029193e+002	-5.25040061390512e-005,-2.91953933616223e-003
7.67361489361828e+002	-4.48352861356707e-005,-2.95361508873040e-003
7.76247116628701e+002	-3.69858580340048e-005,-2.98804133272276e-003
7.85235634610081e+002	-2.89518927211758e-005,-3.02282116890198e-003
7.94328234724291e+002	-2.07294791928908e-005,-3.05795769787401e-003
8.03526122185627e+002	-1.23146231689828e-005,-3.09345401891806e-003
8.12830516164109e+002	-3.70324569645870e-006,-3.12931322877057e-003
8.22242649947081e+002	5.10881825952977e-006,-3.16553842036138e-003
8.31763771102681e+002	1.41258212359996e-005,-3.20213268150103e-003
8.41395141645206e+002	2.33521047032694e-005,-3.23909909351738e-003
8.51138038202387e+002	3.27921005061453e-005,-3.27644072984035e-003
8.60993752184611e+002	4.24503323143855e-005,-3.31416065453317e-003
8.70963589956092e+002	5.23314170817052e-005,-3.35226192076847e-003
8.81048873008025e+002	6.24400665124522e-005,-3.39074756924794e-003
8.91250938133757e+002	7.27810885349633e-005,-3.42962062656368e-003
9.01571137605968e+002	8.33593887807505e-005,-3.46888410349983e-003
9.12010839355922e+002	9.41799720683388e-005,-3.50854099327278e-003
9.22571427154775e+002	1.05247943890758e-004,-3.54859426970828e-003
9.33254300797003e+002	1.16568511905410e-004,-3.58904688535389e-003
